id,rxn_smiles,retro_templates,cano_rxn_smiles
112,[CH3:1][C:2]1[CH:21]=[CH:20][C:5]2[O:6][CH:7]([C:17]([OH:19])=[O:18])[O:8][C:9]3[CH:15]=[CH:14][C:13]([CH3:16])=[CH:12][C:10]=3[CH2:11][C:4]=2[CH:3]=1.[CH3:27]O>>[CH3:1][C:2]1[CH:21]=[CH:20][C:5]2[O:6][CH:7]([C:17]([O:19][CH3:27])=[O:18])[O:8][C:9]3[CH:15]=[CH:14][C:13]([CH3:16])=[CH:12][C:10]=3[CH2:11][C:4]=2[CH:3]=1,[CH3;D1;+0:1]-[O;H0;D2;+0:4]-[C:3]=[O;D1;H0:2]>>O-[CH3;D1;+0:1].[O;D1;H0:2]=[C:3]-[OH;D1;+0:4],CO.Cc1ccc2c(c1)Cc1cc(C)ccc1OC(C(=O)O)O2>>COC(=O)C1Oc2ccc(C)cc2Cc2cc(C)ccc2O1
104,[NH:27]1[CH2:32][CH2:31][O:30][CH2:29][CH2:28]1.[C:6]([N+:10]1[O:11][C:12]([C:21]2[CH:26]=[CH:25][CH:24]=[CH:23][CH:22]=2)=[C:13]2[CH:18]=[C:17]([Cl:19])[C:16]([CH3:20])=[CH:15][C:14]=12)([CH3:9])([CH3:8])[CH3:7]>>[C:6]([N:10]1[C:14]2[CH:15]=[C:16]([CH3:20])[C:17]([Cl:19])=[CH:18][C:13]=2[C:12]([N:27]2[CH2:32][CH2:31][O:30][CH2:29][CH2:28]2)([C:21]2[CH:22]=[CH:23][CH:24]=[CH:25][CH:26]=2)[O:11]1)([CH3:9])([CH3:7])[CH3:8],[C:1]-[N;H0;D3;+0:2](-[C:3])-[C;H0;D4;+0:8]1(-[c;H0;D3;+0:9](:[c:10]):[c:11])-[O;H0;D2;+0:12]-[N;H0;D3;+0:5](-[C:4])-[c:6]:[c:7]-1>>[C:1]-[NH;D2;+0:2]-[C:3].[C:4]-[n+;H0;D3:5]1:[c:6]:[c:7]:[c;H0;D3;+0:8](-[c;H0;D3;+0:9](:[c:10]):[c:11]):[o;H0;D2;+0:12]:1,C1COCCN1.Cc1cc2c(cc1Cl)c(-c1ccccc1)o[n+]2C(C)(C)C>>Cc1cc2c(cc1Cl)C(c1ccccc1)(N1CCOCC1)ON2C(C)(C)C
117,[CH3:1][C:2]1[O:3][C:4]2[C:10]([CH3:11])=[CH:9][CH:8]=[CH:7][C:5]=2[CH:6]=1.CC1C2[O:20]C=CC=2C=CC=1>>[CH3:11][C:10]1[C:4]2[O:3][C:2]([CH:1]=[O:20])=[CH:6][C:5]=2[CH:7]=[CH:8][CH:9]=1,[#8;a:2]:[c:3]-[CH;D2;+0:4]=[O;H0;D1;+0:1]>>C-c1:c:c:c:c2:c:c:[o;H0;D2;+0:1]:c:1:2.[#8;a:2]:[c:3]-[CH3;D1;+0:4],Cc1cc2cccc(C)c2o1.Cc1cccc2ccoc12>>Cc1cccc2cc(C=O)oc12
116,[CH2:1]([S:3]([CH2:6][C:7]1[C:16](C(OC)=O)=[N+:15]([O-:21])[C:14]2[C:9](=[CH:10][CH:11]=[CH:12][CH:13]=2)[N+:8]=1[O-:22])(=[O:5])=[O:4])[CH3:2]>[OH-].[Na+]>[CH2:1]([S:3]([CH2:6][C:7]1[CH:16]=[N+:15]([O-:21])[C:14]2[C:9](=[CH:10][CH:11]=[CH:12][CH:13]=2)[N+:8]=1[O-:22])(=[O:5])=[O:4])[CH3:2],[#7;a;+:2]:[cH;D2;+0:1]:[c:3]:[#7;a;+:4]>>C-O-C(=O)-[c;H0;D3;+0:1](:[#7;a;+:2]):[c:3]:[#7;a;+:4],CCS(=O)(=O)Cc1c(C(=O)OC)[n+]([O-])c2ccccc2[n+]1[O-]>[Na+].[OH-]>CCS(=O)(=O)Cc1c[n+]([O-])c2ccccc2[n+]1[O-]
109,[CH3:21][C:22]1[S:23][C:24]([SH:27])=[N:25][N:26]=1.CC(O[CH2:5][C:6]1[CH2:15][S:14][C@@H:9]2[C@H:10]([NH2:13])[C:11](=[O:12])[N:8]2[C:7]=1[C:16]([OH:18])=[O:17])=O>CC(C)=O.O>[CH3:21][C:22]1[S:23][C:24]([S:27][CH2:5][C:6]2[CH2:15][S:14][CH:9]3[N:8]([C:11](=[O:12])[CH:10]3[NH2:13])[C:7]=2[C:16]([OH:18])=[O:17])=[N:25][N:26]=1,[#16:10]-[CH;D3;+0:9]1-[#7:4](-[C:3]=[C:2]-[CH2;D2;+0:1]-[S;H0;D2;+0:13]-[c:12](:[#16;a:11]):[#7;a:14]:[#7;a:15])-[C:5](=[O;D1;H0:6])-[CH;D3;+0:7]-1-[N;D1;H2:8]>>C-C(=O)-O-[CH2;D2;+0:1]-[C:2]=[C:3]-[#7:4]1-[C:5](=[O;D1;H0:6])-[C@@H;D3;+0:7](-[N;D1;H2:8])-[C@H;D3;+0:9]-1-[#16:10].[#16;a:11]:[c:12](-[SH;D1;+0:13]):[#7;a:14]:[#7;a:15],CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1.Cc1nnc(S)s1>CC(C)=O.O>Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(N)C3SC2)s1
129,[CH3:1][C:2]1[O:8][C:5]([CH2:6][SH:7])=[CH:4][CH:3]=1.S(OC)(O[CH3:13])(=O)=O>>[CH3:13][S:7][CH2:6][C:5]1[O:8][C:2]([CH3:1])=[CH:3][CH:4]=1,[C:2]-[S;H0;D2;+0:3]-[CH3;D1;+0:1]>>C-O-S(=O)(=O)-O-[CH3;D1;+0:1].[C:2]-[SH;D1;+0:3],COS(=O)(=O)OC.Cc1ccc(CS)o1>>CSCc1ccc(C)o1
105,[NH:26]1[CH2:31][CH2:30][O:29][CH2:28][CH2:27]1.[C:6]([N+:10]1[O:11][C:12]([C:20]2[CH:25]=[CH:24][CH:23]=[CH:22][CH:21]=2)=[C:13]2[CH:18]=[C:17]([Cl:19])[CH:16]=[CH:15][C:14]=12)([CH3:9])([CH3:8])[CH3:7]>>[C:6]([N:10]1[C:14]2[CH:15]=[CH:16][C:17]([Cl:19])=[CH:18][C:13]=2[C:12]([N:26]2[CH2:31][CH2:30][O:29][CH2:28][CH2:27]2)([C:20]2[CH:25]=[CH:24][CH:23]=[CH:22][CH:21]=2)[O:11]1)([CH3:9])([CH3:7])[CH3:8],[C:1]-[N;H0;D3;+0:2](-[C:3])-[C;H0;D4;+0:8]1(-[c;H0;D3;+0:9](:[c:10]):[c:11])-[O;H0;D2;+0:12]-[N;H0;D3;+0:5](-[C:4])-[c:6]:[c:7]-1>>[C:1]-[NH;D2;+0:2]-[C:3].[C:4]-[n+;H0;D3:5]1:[c:6]:[c:7]:[c;H0;D3;+0:8](-[c;H0;D3;+0:9](:[c:10]):[c:11]):[o;H0;D2;+0:12]:1,C1COCCN1.CC(C)(C)[n+]1oc(-c2ccccc2)c2cc(Cl)ccc21>>CC(C)(C)N1OC(c2ccccc2)(N2CCOCC2)c2cc(Cl)ccc21
128,[C:11](Cl)(=[O:14])[CH2:12][CH3:13].[CH3:1][C:2]1[N:3]=[CH:4][S:5][CH:6]=1>>[CH3:1][C:2]1[N:3]=[C:4]([C:11](=[O:14])[CH2:12][CH3:13])[S:5][CH:6]=1,[#16;a:4]:[c;H0;D3;+0:5](:[#7;a:6])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#16;a:4]:[cH;D2;+0:5]:[#7;a:6],CCC(=O)Cl.Cc1cscn1>>CCC(=O)c1nc(C)cs1
111,[CH2:1]([C:10]1[C:15]([OH:16])=[CH:14][CH:13]=[C:12]([CH3:17])[CH:11]=1)[C:2]1[C:7]([OH:8])=[CH:6][CH:5]=[C:4]([CH3:9])[CH:3]=1.Cl[CH:19](Cl)[C:20]([OH:22])=[O:21]>C(O)(C)C>[CH3:17][C:12]1[CH:13]=[CH:14][C:15]2[O:16][CH:19]([C:20]([OH:22])=[O:21])[O:8][C:7]3[CH:6]=[CH:5][C:4]([CH3:9])=[CH:3][C:2]=3[CH2:1][C:10]=2[CH:11]=1,[O;D1;H0:3]=[C:2](-[O;D1;H1:4])-[CH;D3;+0:1](-[O;H0;D2;+0:5]-[c:6])-[O;H0;D2;+0:7]-[c:8]>>Cl-[CH;D3;+0:1](-Cl)-[C:2](=[O;D1;H0:3])-[O;D1;H1:4].[OH;D1;+0:5]-[c:6].[OH;D1;+0:7]-[c:8],Cc1ccc(O)c(Cc2cc(C)ccc2O)c1.O=C(O)C(Cl)Cl>CC(C)O>Cc1ccc2c(c1)Cc1cc(C)ccc1OC(C(=O)O)O2
125,[CH3:1][C:2]1[N:3]=[CH:4][S:5][CH:6]=1.[CH:13](=[O:18])[CH2:14][CH:15]([CH3:17])[CH3:16]>>[CH2:14]([CH:13]([C:4]1[S:5][CH:6]=[C:2]([CH3:1])[N:3]=1)[OH:18])[CH:15]([CH3:17])[CH3:16],[#16;a:1]:[c;H0;D3;+0:2](:[#7;a:3])-[CH;D3;+0:5](-[C:4])-[OH;D1;+0:6]>>[#16;a:1]:[cH;D2;+0:2]:[#7;a:3].[C:4]-[CH;D2;+0:5]=[O;H0;D1;+0:6],CC(C)CC=O.Cc1cscn1>>Cc1csc(C(O)CC(C)C)n1
126,[O:11]1C2C=CC=CC=2C=[C:12]1C=O.[CH3:1][C:2]1[C:10]2[O:9][CH:8]=[CH:7][C:6]=2[CH:5]=[CH:4][CH:3]=1>>[CH3:1][C:2]1[C:10]2[O:9][C:8]([CH:12]=[O:11])=[CH:7][C:6]=2[CH:5]=[CH:4][CH:3]=1,[#8;a:3]:[c;H0;D3;+0:4](:[c:5])-[CH;D2;+0:1]=[O;H0;D1;+0:2]>>O=C-[c;H0;D3;+0:1]1:[o;H0;D2;+0:2]:c2:c:c:c:c:c:2:c:1.[#8;a:3]:[cH;D2;+0:4]:[c:5],Cc1cccc2ccoc12.O=Cc1cc2ccccc2o1>>Cc1cccc2cc(C=O)oc12
127,[CH2:1]([N:7]1[CH:11]=[CH:10][CH:9]=[CH:8]1)[C:2]1[O:6][CH:5]=[CH:4][CH:3]=1.[C:12](Cl)(=[O:14])[CH3:13]>>[CH2:1]([N:7]1[CH:11]=[CH:10][CH:9]=[C:8]1[C:12](=[O:14])[CH3:13])[C:2]1[O:6][CH:5]=[CH:4][CH:3]=1,[#7;a:4]:[c;H0;D3;+0:5](:[c:6])-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#7;a:4]:[cH;D2;+0:5]:[c:6],CC(=O)Cl.c1coc(Cn2cccc2)c1>>CC(=O)c1cccn1Cc1ccco1
115,[CH3:12][S:13][CH2:14][C:15]1[C:24]([C:25]([O:27][CH3:28])=[O:26])=[N+:23]([O-:29])[C:22]2[C:17](=[CH:18][CH:19]=[CH:20][CH:21]=2)[N+:16]=1[O-:30].ClC1C=CC=C(C(OO)=[O:9])C=1>C(Cl)(Cl)Cl>[CH3:12][S:13]([CH2:14][C:15]1[C:24]([C:25]([O:27][CH3:28])=[O:26])=[N+:23]([O-:29])[C:22]2[C:17](=[CH:18][CH:19]=[CH:20][CH:21]=2)[N+:16]=1[O-:30])=[O:9],[C:2]-[S;H0;D3;+0:3](-[C;D1;H3:4])=[O;H0;D1;+0:1]>>Cl-c1:c:c:c:c(-C(=[O;H0;D1;+0:1])-O-O):c:1.[C:2]-[S;H0;D2;+0:3]-[C;D1;H3:4],COC(=O)c1c(CSC)[n+]([O-])c2ccccc2[n+]1[O-].O=C(OO)c1cccc(Cl)c1>ClC(Cl)Cl>COC(=O)c1c(CS(C)=O)[n+]([O-])c2ccccc2[n+]1[O-]
110,[NH2:26][CH2:27][C:28]1[CH:29]=[N:30][CH:31]=[CH:32][CH:33]=1.[Cl:1][C:2]1[CH:21]=[CH:20][C:5]2[O:6][CH:7]([C:17](O)=[O:18])[O:8][C:9]3[CH:15]=[CH:14][C:13]([Cl:16])=[CH:12][C:10]=3[CH2:11][C:4]=2[CH:3]=1>C1C=CC=CC=1>[Cl:16][C:13]1[CH:14]=[CH:15][C:9]2[O:8][CH:7]([C:17]([NH:26][CH2:27][C:28]3[CH:29]=[N:30][CH:31]=[CH:32][CH:33]=3)=[O:18])[O:6][C:5]3[CH:20]=[CH:21][C:2]([Cl:1])=[CH:3][C:4]=3[CH2:11][C:10]=2[CH:12]=1,[#8:4]-[C:3](-[#8:5])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[#8:4])-[#8:5].[C:6]-[NH2;D1;+0:7],NCc1cccnc1.O=C(O)C1Oc2ccc(Cl)cc2Cc2cc(Cl)ccc2O1>c1ccccc1>O=C(NCc1cccnc1)C1Oc2ccc(Cl)cc2Cc2cc(Cl)ccc2O1
118,[N:17](Cl)=O.[N:1](=[C:3]([CH2:7][CH2:8][CH3:9])[C:4](=O)[CH3:5])O.[CH3:10][C:11](=O)[CH2:12][CH2:13][CH2:14][CH3:15]>[Zn].C(O)(=O)C>[CH3:10][C:11]1[C:12]([CH2:13][CH2:14][CH3:15])=[N:17][C:4]([CH3:5])=[C:3]([CH2:7][CH2:8][CH3:9])[N:1]=1,[C:10]-[c;H0;D3;+0:9]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:5](-[C;D1;H3:6]):[c;H0;D3;+0:3](-[C:4]):[n;H0;D2;+0:2]:[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>Cl-[N;H0;D2;+0:1]=O.O-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[C:4])-[C;H0;D3;+0:5](=O)-[C;D1;H3:6].O=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH2;D2;+0:9]-[C:10],CCCC(=NO)C(C)=O.CCCCC(C)=O.O=NCl>CC(=O)O.[Zn]>CCCc1nc(C)c(CCC)nc1C
119,[CH3:10][CH:11]([CH3:16])[CH2:12][C:13](=O)[CH3:14].[N:17](Cl)=O.[CH3:1][CH:2]([CH3:9])[C:3](=[N:7]O)[C:4](=O)[CH3:5]>[Zn].C(O)(=O)C>[CH3:5][C:4]1[C:3]([CH:2]([CH3:9])[CH3:1])=[N:7][C:13]([CH3:14])=[C:12]([CH:11]([CH3:16])[CH3:10])[N:17]=1,[C:10]-[c;H0;D3;+0:9]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:5](-[C;D1;H3:6]):[c;H0;D3;+0:3](-[C:4]):[n;H0;D2;+0:2]:[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>Cl-[N;H0;D2;+0:1]=O.O-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[C:4])-[C;H0;D3;+0:5](=O)-[C;D1;H3:6].O=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH2;D2;+0:9]-[C:10],CC(=O)C(=NO)C(C)C.CC(=O)CC(C)C.O=NCl>CC(=O)O.[Zn]>Cc1nc(C(C)C)c(C)nc1C(C)C
124,[CH2:1]([O:7][CH2:8][C:9]1[O:13][CH:12]=[CH:11][CH:10]=1)[C:2]1[O:6][CH:5]=[CH:4][CH:3]=1.[CH3:14]C1OC(CBr)=CC=1>CCOCC>[CH2:8]([O:7][CH2:1][C:2]1[O:6][C:5]([CH3:14])=[CH:4][CH:3]=1)[C:9]1[O:13][CH:12]=[CH:11][CH:10]=1,[#8;a:2]:[c;H0;D3;+0:3](-[CH3;D1;+0:1]):[c:4]>>Br-C-c1:c:c:c(-[CH3;D1;+0:1]):o:1.[#8;a:2]:[cH;D2;+0:3]:[c:4],Cc1ccc(CBr)o1.c1coc(COCc2ccco2)c1>CCOCC>Cc1ccc(COCc2ccco2)o1
135,[CH3:1][O:2][C:3](=[O:17])[C:4]1[C:9]([N+:10]([O-])=O)=[CH:8][C:7]2[O:13][CH2:14][CH2:15][O:16][C:6]=2[CH:5]=1>[Pd].C(O)(=O)C>[CH3:1][O:2][C:3](=[O:17])[C:4]1[C:9]([NH2:10])=[CH:8][C:7]2[O:13][CH2:14][CH2:15][O:16][C:6]=2[CH:5]=1,[NH2;D1;+0:1]-[c:2]>>O=[N+;H0;D3:1](-[O-])-[c:2],COC(=O)c1cc2c(cc1[N+](=O)[O-])OCCO2>CC(=O)O.[Pd]>COC(=O)c1cc2c(cc1N)OCCO2
121,[CH3:11][CH:12]([CH3:18])[CH2:13][CH2:14][C:15](=O)[CH3:16].[N:19](Cl)=O.[CH3:1][CH:2]([CH3:10])[CH2:3][C:4](=[N:8]O)[C:5](=O)[CH3:6]>[Zn].C(O)(=O)C>[CH3:6][C:5]1[C:4]([CH2:3][CH:2]([CH3:10])[CH3:1])=[N:8][C:15]([CH3:16])=[C:14]([CH2:13][CH:12]([CH3:18])[CH3:11])[N:19]=1,[C:10]-[c;H0;D3;+0:9]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:5](-[C;D1;H3:6]):[c;H0;D3;+0:3](-[C:4]):[n;H0;D2;+0:2]:[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>Cl-[N;H0;D2;+0:1]=O.O-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[C:4])-[C;H0;D3;+0:5](=O)-[C;D1;H3:6].O=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH2;D2;+0:9]-[C:10],CC(=O)C(CC(C)C)=NO.CC(=O)CCC(C)C.O=NCl>CC(=O)O.[Zn]>Cc1nc(CC(C)C)c(C)nc1CC(C)C
120,[N:1](=[C:3]([CH2:7][CH2:8][CH2:9][CH3:10])[C:4](=O)[CH3:5])O.[CH3:11][C:12](=O)[CH2:13][CH2:14][CH2:15][CH2:16][CH3:17].[N:19](Cl)=O>C(O)(=O)C>[CH3:11][C:12]1[C:13]([CH2:14][CH2:15][CH2:16][CH3:17])=[N:19][C:4]([CH3:5])=[C:3]([CH2:7][CH2:8][CH2:9][CH3:10])[N:1]=1,[C:10]-[c;H0;D3;+0:9]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:5](-[C;D1;H3:6]):[c;H0;D3;+0:3](-[C:4]):[n;H0;D2;+0:2]:[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>Cl-[N;H0;D2;+0:1]=O.O-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[C:4])-[C;H0;D3;+0:5](=O)-[C;D1;H3:6].O=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH2;D2;+0:9]-[C:10],CCCCC(=NO)C(C)=O.CCCCCC(C)=O.O=NCl>CC(=O)O>CCCCc1nc(C)c(CCCC)nc1C
134,[CH3:1][O:2][C:3](=[O:14])[C:4]1[CH:9]=[CH:8][C:7]2[O:10][CH2:11][CH2:12][O:13][C:6]=2[CH:5]=1.[N+:15]([O-])([OH:17])=[O:16]>C(O)(=O)C>[CH3:1][O:2][C:3](=[O:14])[C:4]1[C:9]([N+:15]([O-:17])=[O:16])=[CH:8][C:7]2[O:10][CH2:11][CH2:12][O:13][C:6]=2[CH:5]=1,[#8:1]-[C:2](=[O;D1;H0:3])-[c:4]:[c;H0;D3;+0:5](:[c:6])-[N+;H0;D3:7](-[O-;H0;D1:9])=[O;D1;H0:8]>>[#8:1]-[C:2](=[O;D1;H0:3])-[c:4]:[cH;D2;+0:5]:[c:6].[O-]-[N+;H0;D3:7](=[O;D1;H0:8])-[OH;D1;+0:9],COC(=O)c1ccc2c(c1)OCCO2.O=[N+]([O-])O>CC(=O)O>COC(=O)c1cc2c(cc1[N+](=O)[O-])OCCO2
123,[CH3:13][C:14](=O)[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21].[N:23](Cl)=O.[N:1](=[C:3]([CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH3:12])[C:4](=O)[CH3:5])O>[Zn].C(O)(=O)C>[CH3:13][C:14]1[C:15]([CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21])=[N:23][C:4]([CH3:5])=[C:3]([CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH3:12])[N:1]=1,[C:10]-[c;H0;D3;+0:9]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:5](-[C;D1;H3:6]):[c;H0;D3;+0:3](-[C:4]):[n;H0;D2;+0:2]:[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>Cl-[N;H0;D2;+0:1]=O.O-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[C:4])-[C;H0;D3;+0:5](=O)-[C;D1;H3:6].O=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH2;D2;+0:9]-[C:10],CCCCCCC(=NO)C(C)=O.CCCCCCCC(C)=O.O=NCl>CC(=O)O.[Zn]>CCCCCCc1nc(C)c(CCCCCC)nc1C
137,[CH2:1]1[CH2:14][O:13][C:12]2[CH:11]=[C:10]3[C:5]([C:6](=O)[NH:7][CH:8]=[N:9]3)=[CH:4][C:3]=2[O:2]1.P(Cl)(Cl)([Cl:18])=O>>[Cl:18][C:6]1[C:5]2[C:10](=[CH:11][C:12]3[O:13][CH2:14][CH2:1][O:2][C:3]=3[CH:4]=2)[N:9]=[CH:8][N:7]=1,[Cl;H0;D1;+0:1]-[c;H0;D3;+0:2]1:[c:3]:[c:4]:[#7;a:5]:[c:6]:[n;H0;D2;+0:7]:1>>Cl-P(-Cl)(=O)-[Cl;H0;D1;+0:1].O=[c;H0;D3;+0:2]1:[c:3]:[c:4]:[#7;a:5]:[c:6]:[nH;D2;+0:7]:1,O=P(Cl)(Cl)Cl.O=c1[nH]cnc2cc3c(cc12)OCCO3>>Clc1ncnc2cc3c(cc12)OCCO3
139,S(OCC)(O[CH2:16][CH3:17])(=O)=O.[CH3:1][N:2]([CH3:11])[C:3]1[N:8]=[C:7]([OH:9])[CH:6]=[C:5]([OH:10])[N:4]=1>[OH-].[Na+]>[CH3:1][N:2]([CH3:11])[C:3]1[N:4]=[C:5]([O:10][CH2:16][CH3:17])[CH:6]=[C:7]([OH:9])[N:8]=1,[#7;a:3]:[c:4]-[O;H0;D2;+0:5]-[CH2;D2;+0:1]-[C;D1;H3:2]>>C-C-O-S(=O)(=O)-O-[CH2;D2;+0:1]-[C;D1;H3:2].[#7;a:3]:[c:4]-[OH;D1;+0:5],CCOS(=O)(=O)OCC.CN(C)c1nc(O)cc(O)n1>[Na+].[OH-]>CCOc1cc(O)nc(N(C)C)n1
133,Br[CH2:17][CH2:18]Br.[CH3:1][O:2][C:3](=[O:12])[C:4]1[CH:9]=[CH:8][C:7]([OH:10])=[C:6]([OH:11])[CH:5]=1>CO>[CH3:1][O:2][C:3](=[O:12])[C:4]1[CH:9]=[CH:8][C:7]2[O:10][CH2:17][CH2:18][O:11][C:6]=2[CH:5]=1,[CH2;D2;+0:1]1-[CH2;D2;+0:2]-[O;H0;D2;+0:6]-[c:5]:[c:4]-[O;H0;D2;+0:3]-1>>Br-[CH2;D2;+0:1]-[CH2;D2;+0:2]-Br.[OH;D1;+0:3]-[c:4]:[c:5]-[OH;D1;+0:6],BrCCBr.COC(=O)c1ccc(O)c(O)c1>CO>COC(=O)c1ccc2c(c1)OCCO2
138,[CH2:1]([N:3]([CH2:12][CH3:13])[C:4]1[N:9]=[C:8]([OH:10])[CH:7]=[C:6]([OH:11])[N:5]=1)[CH3:2].S(OC)(O[CH3:18])(=O)=O>[OH-].[Na+]>[CH2:12]([N:3]([CH2:1][CH3:2])[C:4]1[N:5]=[C:6]([O:11][CH3:18])[CH:7]=[C:8]([OH:10])[N:9]=1)[CH3:13],[#7;a:2]:[c:3]-[O;H0;D2;+0:4]-[CH3;D1;+0:1]>>C-O-S(=O)(=O)-O-[CH3;D1;+0:1].[#7;a:2]:[c:3]-[OH;D1;+0:4],CCN(CC)c1nc(O)cc(O)n1.COS(=O)(=O)OC>[Na+].[OH-]>CCN(CC)c1nc(O)cc(OC)n1
